artists,track_name
Oliver Tree;Robin Schulz,Miss You
Kavinsky,Nightcall
Fitz and The Tantrums,Out of My League
The 1975,Oh Caroline
The Neighbourhood,Afraid
Gorillaz,Rhinestone Eyes
3 Doors Down,Here Without You
Princess Nokia,I Like Him
Linkin Park,Leave Out All The Rest
Linkin Park,Bleed It Out
X Ambassadors,Renegades
Linkin Park,Crawling
Royal & the Serpent;Chri$tian Gate$,overwhelmed - Chri$tian Gate$ remix
The EverLove,I'm Dangerous
Yeah Yeah Yeahs;A-Trak,Heads Will Roll - A-Trak Remix
Duman,Her Şeyi Yak
Duman,Her Şeyi Yak
grandson,In Over My Head
KALEO,Way Down We Go
KALEO,Way Down We Go
KALEO,Way Down We Go
KALEO,I Want More
Kid Rock;Sheryl Crow;Bob Seger,Collide
Yeah Yeah Yeahs;A-Trak,Heads Will Roll - A-Trak Remix
Yeah Yeah Yeahs;A-Trak,Heads Will Roll - A-Trak Remix
Kid Rock,All Summer Long
Kid Rock;Sheryl Crow;Bob Seger,Collide
Yeah Yeah Yeahs;A-Trak,Heads Will Roll - A-Trak Remix
Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,Paloma
Kid Rock;Sheryl Crow;Bob Seger,Collide
Andrés Calamaro;Alejandro Sanz,Flaca
Counting Crows,Mr. Jones
grandson,Blood // Water
Counting Crows,A Long December
grandson,Blood // Water
Counting Crows,Mr. Jones
Yeah Yeah Yeahs,Heads Will Roll
Soundgarden,Spoonman
Counting Crows,Mr. Jones
Soundgarden,Black Hole Sun
Andrés Calamaro;Julio Iglesias,Bohemio
Andrés Calamaro,Transito Lento
Andrés Calamaro;Vicentico,Tuyo Siempre
Soundgarden,Black Hole Sun
Andrés Calamaro;Juanes;Niño Josele,Enganchate Conmigo
Andrés Calamaro,Cuarteles De Invierno
Andrés Calamaro,Diego Armando Canciones
Andrés Calamaro;Carlos Vives,Algún Lugar Encontraré
Andrés Calamaro,Miro Por La Ventana - Remastered 2017
Andrés Calamaro,Otro Amor En Avellaneda - Remastered 2017
Dominic Fike;Zendaya,"Elliot's Song - From ""Euphoria"" An HBO Original Series"
The Seige,Run for Your Life
Poets of the Fall,Carnival of Rust
The Strokes,The Adults Are Talking
Neon Trees,Everybody Talks
Shinsei Kamattechan,Boku no Sensou
Bella Poarch,Villain
Willyecho,Welcome to the Fire
Creed,One Last Breath
Skillet,Hero
Bella Poarch,Living Hell
Bella Poarch,Living Hell
Linkin Park,Breaking the Habit
Linkin Park,Papercut
Crystal Castles,Transgender
Bella Poarch,Build a Bitch
Bella Poarch,Build a Bitch
Nirvana,Heart-Shaped Box
Matt Redman,"10,000 Reasons (Bless The Lord) - Live"
Bella Poarch,Living Hell
Bella Poarch,Living Hell
Bella Poarch,Living Hell
Crystal Castles,Kerosene
Bella Poarch,Living Hell
MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”
Bella Poarch,Dolls
The Score,Stronger
Bella Poarch,Dolls
Bella Poarch,Living Hell
Bella Poarch,Living Hell
Godsmack,Vampires
KALEO,Way Down We Go
KALEO,Save Yourself
KALEO,Automobile
Young the Giant,Cough Syrup
Creed,One Last Breath
Godsmack,Cryin' Like A Bitch!!
Ice Nine Kills,Stabbing In The Dark
Ice Nine Kills,Stabbing In The Dark
Blur,The Universal
Blur,Song 2 - 2012 Remaster
Ice Nine Kills,Stabbing In The Dark
Ice Nine Kills,A Rash Decision
Pantera,Walk
Stone Temple Pilots,Plush
Babasónicos,Como Eran Las Cosas
Pantera,Mouth for War
Ice Nine Kills,Stabbing In The Dark
Blur,Song 2 - 2012 Remaster
Babasónicos,Como Eran Las Cosas
Grouplove,Tongue Tied
Avenged Sevenfold,So Far Away
Little Simz,Venom
Linkin Park,LOST IN THE ECHO
Nirvana,The Man Who Sold The World
GAYLE;blackbear,fmk (with blackbear)
Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY - Remix
R.E.M.,Losing My Religion
grandson;King Kavalier,Blood // Water - King Kavalier Remix
The Afters,Moments Like This
Bullet For My Valentine,Stitches
Fitz and The Tantrums,Sway
Fitz and The Tantrums,I Just Wanna Shine
Fitz and The Tantrums,Sway
Smash Mouth,All Star
Fitz and The Tantrums,Sway
Smash Mouth,All Star
Smash Mouth,All Star
Fitz and The Tantrums,Walking Target
Smash Mouth,All Star
No Doubt,It's My Life
Smash Mouth,All Star
Smash Mouth,I'm A Believer - Radio Edit
Chris Tomlin,Joy To The World (Unspeakable Joy)
Smash Mouth,All Star
No Doubt,Don't Speak
Jimmy Eat World,Last Christmas
Jimmy Eat World,Christmas Card
Bullet For My Valentine,Shatter - Edit
Chris Tomlin;Lauren Daigle,Noel - Live
Smash Mouth,All Star
Smash Mouth,All Star
Jimmy Eat World,Last Christmas
Chris Tomlin,Little Drummer Boy
Jimmy Eat World,Last Christmas
Jimmy Eat World,Last Christmas
Chris Tomlin;Audrey Assad,Winter Snow
Jimmy Eat World,Last Christmas
No Doubt,Don't Speak
No Doubt,Just A Girl
No Doubt,Don't Speak
Jimmy Eat World,The Middle
Fitz and The Tantrums,HandClap
No Doubt,Oi To The World
No Doubt,Spiderwebs
No Doubt;Bounty Killer,Hey Baby
No Doubt,Spiderwebs
No Doubt,Spiderwebs
Fitz and The Tantrums;Dave Audé,HandClap - Dave Audé Remix
No Doubt,Oi To The World
The Neighbourhood,Cry Baby
Young the Giant,Mind Over Matter (Reprise)
The Neighbourhood,Pretty Boy
Linkin Park,New Divide
System Of A Down,Toxicity
Snoh Aalegra,LOST YOU
Welshly Arms,Legendary
Snoh Aalegra,SAVE YOURSELF
Snoh Aalegra,LOST YOU
Red Hot Chili Peppers,Under the Bridge
Snoh Aalegra,LOST YOU
Snoh Aalegra,SAVE YOURSELF
GAYLE,snow angels
Snoh Aalegra,SAVE YOURSELF
Red Hot Chili Peppers,Can't Stop
THE ANXIETY;WILLOW;Tyler Cole,Meet Me At Our Spot
THE ANXIETY;WILLOW;Tyler Cole,Meet Me At Our Spot
THE ANXIETY;WILLOW;Tyler Cole,Meet Me At Our Spot
Mazzy Star,Flowers In December
Neon Trees,Everybody Talks
Neon Trees,Holiday Rock
Rico Nasty;Flo Milli,Money
Neon Trees,Everybody Talks
Neon Trees,Holiday Rock
Neon Trees,Holiday Rock
Rico Nasty,Smack a Bitch
Rico Nasty;Marshmello,Watch Your Man
Neon Trees,Holiday Rock
Rico Nasty;Flo Milli,Money
Jimmy Eat World,The Middle
Lamb of God,Ruin
Mazzy Star,Flowers In December
Rob Zombie;Ozzy Osbourne,Iron Head
Rob Zombie,Living Dead Girl
Rob Zombie,Living Dead Girl
Rob Zombie,Living Dead Girl
Kinky,Soun Tha Mi Primer Amor - Remastered
Rob Zombie,Living Dead Girl
Rob Zombie,Living Dead Girl
Rob Zombie,Dragula
Rob Zombie,Living Dead Girl
Rob Zombie,Dragula
Rob Zombie,Living Dead Girl
Rob Zombie,Dragula
Rob Zombie,Dragula
Rob Zombie,Superbeast
Rob Zombie,Dragula
Rob Zombie,Dragula
Rob Zombie,Superbeast
Rob Zombie,Demon Speeding
Genevieve Stokes,Habits
The 1975,About You
Linkin Park,Waiting for the End
Mazzy Star,Fade Into You
Ruel,Painkiller
Linkin Park,Iridescent
Gorillaz,On Melancholy Hill
Papa Roach,Last Resort
Adam Jensen,The Mystic
Slipknot,Duality
Cookiee Kawaii;Dear Silas,Violin
MARINA,Primadonna
Smash Mouth,All Star
Baby Tate,Yasss Queen
Lauren Daigle,You Say
The 1975,It's Not Living (If It's Not With You)
Baby Tate,Dancing Queen
Baby Tate,Dancing Queen
Avenged Sevenfold,Hail to the King
Gatlin,What If I Love You
Janelle Monáe;Zoë Kravitz,Screwed
Janelle Monáe;Zoë Kravitz,Screwed
Baby Tate,Dancing Queen
Mazzy Star,Fade Into You
Loyle Carner;Jorja Smith,Loose Ends
Baby Tate,Dancing Queen
Janelle Monáe,Make Me Feel
Lifehouse,You And Me
La Roux;GAMPER & DADONI,Bulletproof
Hoobastank,The Reason
Hoobastank,The Reason
Janelle Monáe,Make Me Feel
La Roux,In For The Kill
La Roux,In For The Kill
La Roux,In For The Kill
Royal Blood,Trouble's Coming
Janelle Monáe,Make Me Feel
Royal Blood,Trouble's Coming
Molotov,Hit Me
Aleks Syntek,Sexo Pudor Y Lágrimas
Royal Blood,Trouble's Coming
La Ley,Solo Ideales
The Verve,Bitter Sweet Symphony - Remastered 2016
TobyMac,Bring On The Holidays
The Verve,Bitter Sweet Symphony - Remastered 2016
Fito Paez,11 Y 6
The Verve,Bitter Sweet Symphony - Remastered 2016
The Verve,Bitter Sweet Symphony - Remastered 2016
TobyMac;Terrian,All I Need For Christmas
TobyMac;Leigh Nash,Christmas This Year
Pixies,Where Is My Mind?
Linkin Park,ROADS UNTRAVELED
KALEO,Way down We Go
FKA twigs;The Weeknd,tears in the club
Layto;Neoni,Ghost Town
The 1975,The 1975
FKA twigs;The Weeknd,tears in the club
FKA twigs;The Weeknd,tears in the club
The 1975,Looking For Somebody (To Love)
FKA twigs,killer
Pixies,Where Is My Mind? - Remastered
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
The Score,Fighter
FKA twigs;The Weeknd,tears in the club
FKA twigs;The Weeknd,tears in the club
Foo Fighters,Everlong
The Verve,Bitter Sweet Symphony
GAYLE;blackbear,fmk (with blackbear)
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs,killer
FKA twigs;The Weeknd,tears in the club
FKA twigs,killer
GAYLE,god has a sense of humor
FKA twigs,killer
FKA twigs,killer
GAYLE,indieedgycool
GAYLE,ALEX
The Phantoms,Unstoppable Now
The Knocks;Dragonette,Slow Song
GAYLE,15
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm
Royal Blood,Honeybrains
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm
The Knocks;Rivers Cuomo;Royal & the Serpent,Sound the Alarm
Royal Blood,Honeybrains
Royal Blood,Honeybrains
Royal Blood,Honeybrains
Royal Blood,Figure It Out
Royal Blood,Figure It Out
Royal Blood,Figure It Out
The Neighbourhood,Unfair
X Ambassadors,Unsteady
You Me At Six,Take on the World
Lifehouse,You And Me
The 1975,Happiness
lovelytheband,sail away
The 1975,I'm In Love With You
The 1975,When We Are Together
Franz Ferdinand,This fffire - New Version
Linkin Park,Given Up
Sevyn Streeter,End Up
Nickelback,Far Away
Nirvana,Dumb
Chris Tomlin,Our God
Skillet,The Resistance
Casting Crowns,Who Am I
Leeland,Way Maker - Live
Rage Against The Machine,Killing In The Name
Grouplove,Tongue Tied
Bishop Briggs,Dark Side
Bishop Briggs,River
Bishop Briggs,Dark Side
Bishop Briggs,Dead Man's Arms
Bishop Briggs,Dead Man's Arms
Bishop Briggs,Dead Man's Arms
Third Eye Blind,Deep Inside of You
Bishop Briggs,JEKYLL & HIDE
Bishop Briggs,Dead Man's Arms
Ol' Dirty Bastard,Brooklyn Zoo
Halestorm,The Steeple
Vicente Garcia,Dos Y Siete
Halestorm,Wicked Ways
Los Prisioneros,Tren Al Sur
Ol' Dirty Bastard,Shimmy Shimmy Ya
Bush,Headful of Ghosts
Halestorm,Wicked Ways
Halestorm,The Steeple
Halestorm,Wicked Ways
Ol' Dirty Bastard;Kelis;Rich Travali,Got Your Money - Rich Travali. Remix
Los Prisioneros,Amiga Mía
La Ley,Prisioneros De La Piel
La Ley,Si Tu No Estas Aqui
Los Prisioneros,Estrechez De Corazón
Los Prisioneros,Estrechez De Corazón
Los Prisioneros,Corazones Rojos
Los Prisioneros,Corazones Rojos
Los Prisioneros,Tren Al Sur
O Rappa,A feira
Los Prisioneros,El Baile De Los Que Sobran
Los Prisioneros,Muevan Las Industrias
The Neighbourhood,Void
Survive Said The Prophet,MUKANJYO
Ruel,GROWING UP IS _____
Linkin Park,Shadow of the Day
Fitz and The Tantrums,HandClap
Linkin Park,From the Inside
Porcupine Tree,Lazarus
Elaine,Wake Up
Nickelback,How You Remind Me
Casting Crowns;Matthew West,Nobody (feat. Matthew West)
Avenged Sevenfold,Afterlife
The 1975,Part Of The Band
Linkin Park,A Place for My Head
Barns Courtney,Glitter & Gold
Arrested Youth,The Kid I Used to Know
The 1975,Wintering
Royal & the Serpent,Happier in Hell
Sanctus Real,Confidence
The Score,The Fear
Chris Tomlin,How Great Is Our God
Royal & the Serpent,Happier in Hell
Royal & the Serpent,Overwhelmed
Royal & the Serpent,PHUCKBOI REJECTS
Royal & the Serpent,Happier in Hell
Royal & the Serpent,Overwhelmed
Royal & the Serpent,Overwhelmed
Mos Def,Speed Law
Staind,Epiphany
Staind,Eyes Wide Open
Royal & the Serpent,i can't get high
Gojira,Stranded
Los Caligaris,Añejo W
Barns Courtney;Lennon Stella,"Baby, It’s Cold Outside"
Joy Division,Love Will Tear Us Apart
Blind Melon,No Rain
Live,I Alone
Barns Courtney,Hellfire
Blind Melon,No Rain
Blind Melon,No Rain
Sturgill Simpson,All Around You
Sturgill Simpson,All Around You
Blind Melon,No Rain
Blind Melon,No Rain
Sturgill Simpson,Brace for Impact - Live a Little
Los Bunkers,Quién Fuera
Sturgill Simpson,In Bloom
Sturgill Simpson,In Bloom
Los Bunkers,Ángel Para Un Final
Sturgill Simpson,Brace for Impact - Live a Little
Los Bunkers,Ángel Para Un Final
James Blake;Travis Scott;Metro Boomin,Mile High (feat. Travis Scott & Metro Boomin)
The Neighbourhood,Fallen Star
Empire of the Sun,Walking On A Dream
lovelytheband,broken
The Neighbourhood,Wires
Bryce Fox,Horns
Declan McKenna,Brazil
DJ Shadow;Mos Def,Six Days - Remix
Florence + The Machine,Never Let Me Go
The Strokes,"Call It Fate, Call It Karma"
Red Hot Chili Peppers,Otherside
Leeland,Way Maker - Single Version
Red Hot Chili Peppers,Scar Tissue
Avenged Sevenfold,Nightmare
The Score,On And On
The Score,Glory
System Of A Down,Lonely Day
Red Hot Chili Peppers,Dark Necessities
System Of A Down,Aerials
Linkin Park,Final Masquerade
Skillet,Awake and Alive
Radiohead,Karma Police
Slipknot,Psychosocial
Nirvana,Lithium
Flört,Bir Tek Sen Gelmedin
Lil' Kim;Lil' Cease,Crush On You - Remix
Lil' Kim;The Notorious B.I.G.,Drugs
Jet,Are You Gonna Be My Girl
Wolfmother,Back Round
Lil' Kim,This Is a Warning
Lil' Kim,The Jump Off
Wolfmother,Woman
Joy Division,Atmosphere
Moderatto,Gracias
Faith No More,Epic - Radio Edit
Moderatto,Gracias
Creep Hyp,そういえば今日から化け物になった
Os Paralamas Do Sucesso,Tendo A Lua - Ao Vivo
Joy Division,Love Will Tear Us Apart
Moderatto;KAROL G,Caballero
Moderatto;Danna Paola,Sólo Quédate En Silencio
Faith No More,War Pigs
Ella Es Tan Cargosa,Ni Siquiera Entre Tus Brazos
Charly García,Ojos De Video Tape
Faith No More,King for a Day
Lil' Kim,Lighters Up
Faith No More,Epic
Charly García,Yendo De La Cama Al Living
Los Bunkers;Manuel García,Al Final De Este Viaje En La Vida
Charly García,Demoliendo Hoteles
Sevyn Streeter;Chris Brown,It Won't Stop (feat. Chris Brown) - EP Version
Kavinsky;The Weeknd,Odd Look
BLUE ENCOUNT,ポラリス
The Neighbourhood,Compass
MGMT,Kids
The Neighbourhood,Devil's Advocate
Shinsei Kamattechan,Boku no Sensou - TV Size
Teyana Taylor,Bare Wit Me
Jet,Are You Gonna Be My Girl
Dominic Fike,Why
Limp Bizkit,Behind Blue Eyes
Radiohead,High and Dry
Linkin Park,Points of Authority
Disturbed,The Sound of Silence
WALK THE MOON,Lost In The Wild
The Neighbourhood,Flawless
The Score,Higher
The Seige,"Arise (From Marvel's ""Cloak & Dagger"")"
Teyana Taylor,Bare Wit Me
Thousand Foot Krutch,War of Change
Mahalia,Plastic Plants
The Score,Never Going Back
Mahalia,Grateful
MARINA,Are You Satisfied?
The Score,Money Run Low
Skillet,Finish Line
Teyana Taylor,Gonna Love Me
Limp Bizkit,Take A Look Around
Chris Tomlin,Good Good Father
Mahalia,BRB - Acoustic Version
Mahalia,BRB - Acoustic Version
Teyana Taylor,69
Esteman,Fuimos Amor
Foo Fighters,The Pretender
Highly Suspect,Natural Born Killer
Tan Bionica,Lunita de Tucumán
Las Pastillas del Abuelo,Rocanrol N´n´n´
Curren$y;August Alsina;Lil Wayne,Bottom of the Bottle
Curren$y,#Jetsgo
Curren$y,All wit My Hands
Esteman,Noche Sensorial
Hole,Miss World
Os Paralamas Do Sucesso,Caleidoscópio - Ao Vivo
Curren$y,One Life
Esteman;Paula Pera y el fin de los Tiempos,Difícil Querer
The Velvet Underground,Rock and Roll
Esteman,Como Vez Primera
La Vela Puerca,Clarobscuro
La Vela Puerca,Va A Escampar
La Renga,Balada Del Diablo y La Muerte
Octavian;Skepta,Papi Chulo
Alter Bridge,Watch Over You
GAYLE,ur just horny
The 1975,Happiness
Cidergirl,シンデレラ
Linkin Park,Talking to Myself
Linkin Park,Lying from You
Bishop Briggs,Never Tear Us Apart
Weathers,Happy Pills
The Score,Stronger
Justine Skye;Tyga,Collide
3 Doors Down,Kryptonite
Mahalia,I Wish I Missed My Ex
Matt Maher,"Lord, I Need You"
Breaking Benjamin,The Diary of Jane - Single Version
Kavinsky,Nightcall
Mahalia,Plastic Plants
Kavinsky,Nightcall
Mahalia,I Wish I Missed My Ex
Mahalia,I Wish I Missed My Ex
Mahalia,BRB - Acoustic Version
Kavinsky,Rampage
Kavinsky,Rampage
Matt Redman,"10,000 Reasons (Bless The Lord) [Radio Version] - Radio Version/Live"
The Afters,Fear No More
JPEGMAFIA;Tommy Genesis,ROUGH 7
Drowning Pool,Mute
The Chemical Brothers,Go
O Rappa,Pescador de ilusões - Ao vivo acústico
Bandalos Chinos;Adan Jodorowsky,Departamento
The Chemical Brothers,Go
Matthew West,Jingle Bells
Gaby Moreno,Mal Hombre
Bandalos Chinos,Demasiado
AFI,Halloween
AFI,Halloween
AFI,Halloween
AFI,Halloween
AFI,Halloween
Bandalos Chinos,Vámonos De Viaje
AFI,Halloween
P.O.D.,Youth of the Nation
Matthew West,"Come On, Christmas"
Gondwana,Dime - 2008 Remaster
P.O.D.,Alive - Chris Lord-Alge Mix
Everclear,Santa Monica
Gondwana,Felicidad
Bersuit Vergarabat,Mi Caramelo
Los Caligaris,Mejilla Izquierda
La Mosca Tse-Tse,Baila Para Mi
Gorillaz;Kali Uchis,She's My Collar (feat. Kali Uchis)
Gorillaz,Clint Eastwood
The Technicolors,Tonight You Are Mine
The Neighbourhood,R.I.P. 2 My Youth
The Neighbourhood,Cherry Flavoured
The Neighbourhood,Nervous
Linkin Park,Nobody Can Save Me
Will Joseph Cook;chloe moriondo,Be Around Me (feat. chloe moriondo)
Poets of the Fall,Cradled in Love
GAYLE,abc (nicer)
Nickelback,Burn It to the Ground
Linkin Park,IN MY REMAINS
Avenged Sevenfold,A Little Piece of Heaven
Living Colour,Cult of Personality
Linkin Park,Faint
Weezer,Island In The Sun
Bullet For My Valentine,Tears Don't Fall
System Of A Down,B.Y.O.B.
Bella Poarch;Grimes,No Man's Land (feat. Grimes)
Duckwrth;Shaboozey,Start a Riot
Alter Bridge,Metalingus
The Score,Miracle
Genevieve Stokes,Habits
Radiohead,Fake Plastic Trees
Genevieve Stokes,Habits
Genevieve Stokes,Habits
The Servant,Orchestra
The Offspring,"You're Gonna Go Far, Kid"
Genevieve Stokes,Habits
Los Tipitos,Brujería
Holly Humberstone,London Is Lonely
Holly Humberstone,Thursday
Holly Humberstone,London Is Lonely
Holly Humberstone,Friendly Fire
Jacob Collier;JoJo,It Don't Matter
Holly Humberstone,Please Don't Leave Just Yet
Holly Humberstone,Please Don't Leave Just Yet
Los Abuelos De La Nada,Mil Horas
Holly Humberstone,The Walls Are Way Too Thin
Panteon Rococo,Toloache Pa' Mi Negra - En Vivo
Bersuit Vergarabat,Vuelos
Bersuit Vergarabat,Sencillamente
Bersuit Vergarabat,La Soledad
Los Abuelos De La Nada,Sin Gamulán
Bersuit Vergarabat,Esperando El Impacto
Los Abuelos De La Nada,Lunes Por La Madrugada
Tex Tex,Un Toque Mágico
Las Pastillas del Abuelo,Rompecabezas De Amor... - Live In Buenos Aires / 2016
Bersuit Vergarabat,Un Pacto - Live In Buenos Aires / 2001
Las Pastillas del Abuelo,Tantas Escaleras - Live In Buenos Aires / 2016
Tinashe;ScHoolboy Q,2 On (feat. ScHoolboy Q)
Pharoahe Monch,Simon Says
Moliy;Moonchild Sanelly,Hard
Moliy;Juls,Together
Moliy,Body on fire
Moliy,Freak
Moliy;Mellissa;Dj Radix,Human
Moliy,Banana
Moliy;P.Priime,Prisoner
The Neighbourhood,Scary Love
Crazy Town,Butterfly
Jesse,Bloom Later
Empire of the Sun,Alive
Oh No,Welcome To Los Santos
Young the Giant,Mind Over Matter
Hinder,Lips Of An Angel
Moliy,Love Doc
Linkin Park;Pusha T;Stormzy,Good Goodbye (feat. Pusha T and Stormzy)
Avenged Sevenfold,Seize the Day
The Score,Victorious
Moliy;Moonchild Sanelly,Hard
Sevyn Streeter,How Bad Do You Want It (Oh Yeah)
Ruel,Hard Sometimes
Soundgarden,Black Hole Sun
MARINA,Oh No!
Watt White,Eye Of The Storm
R.E.M.,Everybody Hurts
Audioslave,Be Yourself
Nirvana,About A Girl
Bishop Briggs,White Flag
BJ The Chicago Kid,Turnin' Me Up
Baby Queen,Dover Beach
Tierra Whack,Link
Kari Jobe,In The Name Of Love - Recorded At Spotify Studios NYC
Los Piojos,Muévelo
Kari Jobe,In The Name Of Love - Recorded At Spotify Studios NYC
SuenaTron,Santa Borrachera
Jeremy Camp,Let It Snow
Catupecu Machu,Eso Vive
Jeremy Camp,Jingle Bell Rock
Los Rodriguez,A Los Ojos
The Shins,Wonderful Christmastime
The Shins,Wonderful Christmastime
The Shins,Wonderful Christmastime
Los Rodriguez,Dispara
The Adams,Pelantur
Los Rodriguez,Senorita
Los Rodriguez,100 Pajaros Volando
Los Rodriguez,Mi Enfermedad
The Shins,Wonderful Christmastime
Saint Motel,My Type
The Neighbourhood,Baby Came Home 2 / Valentines
MGMT,Electric Feel
Los Retros,Someone To Spend Time With
Linkin Park,The Catalyst
Ruel,Dazed & Confused
RAC;Louis The Child,Passion
Bad Wolves,Zombie
Phosphorescent,Song for Zula
The Strokes,Selfless
The 1975,Love It If We Made It
Disturbed,Down with the Sickness
Lauren Daigle,Trust in You
Goodnight Fellows,Hopeless Romance
GAYLE;The Wild,abc (The Wild Remix)
Linkin Park,POWERLESS
Ruel,YOU AGAINST YOURSELF
Red Hot Chili Peppers,Dani California
MISSIO,Twisted
Nickelback,Rockstar
MARINA,How to Be a Heartbreaker
Slipknot,Before I Forget
Slipknot,Unsainted
Phil Wickham,This Is Amazing Grace
Ravyn Lenae;Doechii,Xtasy - Remix
Ravyn Lenae;Doechii,Xtasy - Remix
Ravyn Lenae,Sticky
Ravyn Lenae,Venom
Zayde Wølf,Gladiator
Mon Laferte,Quédate Esta Noche
Atreyu,Anger Left Behind
Matt Redman,The Heart Of Worship
Callejeros,Presión
Los Tipitos,Se te nota
O Rappa,Rodo cotidiano - Ao vivo
Guasones,100 Años
Divididos,La Flor Azul
Os Paralamas Do Sucesso;Pitty,Tendo A Lua - Ao Vivo
Las Pastillas del Abuelo,Candombe de Resacas
